"X1";"X2";"X3"
-0,660644773690671;0,333785775467452;0,672410246122703
0,483982311266104;0,874982333812183;-0,0129243142218794
0,202203871778168;-0,675671069180469;0,708930321336617
-0,914748226811361;-0,401754514616896;-0,0427667105400121
0,515826351943684;-0,315307104872866;-0,796557972941808
-0,971739563266604;-0,0795011875884891;-0,222265117268658
-0,612829292755587;0,701673689102335;-0,363447784368274
-0,842429246352252;-0,533166714370302;-0,0777574406597488
-0,751630794408299;-0,535589348693001;-0,384961294760598
0,136168545757372;0,448063920335931;-0,883570512432097
0,40117808942811;-0,583500728181238;-0,706104128846997
-0,411596488479314;-0,725820603039924;0,551155860781921
0,609504920209475;-0,545836046295094;-0,574949356730992
0,0804712065048673;-0,555091122889273;0,827887812576787
0,847573426000458;-0,527236776819273;0,0603379541173703
0,560176553398362;-0,79392259910315;-0,236408831594825
0,737123896880087;0,490479932132315;0,464841690066408
0,217276504845278;-0,0441084566999224;-0,975113000882344
0,542773745931784;-0,752892053217363;0,37222334280553
0,546955524557303;0,108803616673865;-0,830061098446935
0,169174726910103;0,464918477850012;0,869040114568091
-0,918203194457959;-0,376852424830501;0,122004686740188
0,342887012720581;-0,605543822664131;-0,718154005308658
0,785137978210819;0,565875048097314;0,251681912564036
0,387595738218788;-0,7772485991961;-0,495635106466776
0,704483149299065;0,697909118084983;0,128943224899614
-0,804480435377212;0,543555074324038;-0,239497620597537
-0,401260059129137;0,723066041928061;0,562286282918381
-0,843432430499772;0,213885791494007;-0,492823095418862
-0,38028726522743;-0,696930548829223;-0,608004445719306
-0,409709014172871;0,908598974796574;-0,0811568031905439
-0,0499047714849026;-0,246772234930005;0,967787671884019
0,33592522947014;0,935893013613936;-0,106106113273736
-0,291546000324927;0,0116128720120656;-0,956486315060581
-0,114125306426547;0,75103713052849;-0,650321953343556
0,691467548277865;-0,716873576924966;-0,0892463130073307
0,347717427339531;0,638137670722389;-0,686930057523604
-0,719417496737716;0,633105143406277;-0,285685741296545
0,862772511954466;0,114766238285143;0,492394458910393
-0,430300416695097;0,701886369228378;-0,567624062283683
-0,667419277975702;0,0389302640408464;-0,743663863535201
-0,636831052554875;-0,0184766806414165;-0,770781955402645
0,0173691888009854;-0,152210350437173;-0,98819548698635
0,441752053136755;-0,179203884385586;-0,879056932951774
-0,860211329999772;0,492058853657032;0,133845254969126
0,737030620198788;-0,671975196893584;0,0723546795253749
0,0574941294311029;0,820467195666962;0,568795223182606
0,0190576874899386;0,671978322237578;-0,740325562837259
0,373980093358051;-0,451114213725123;-0,810330090732825
-0,01348472402125;-0,82418511201384;-0,566159927363996
-0,793076237143467;0,0704493337755325;0,605034687806363
-0,0516049885143904;-0,655496722109416;0,753432792267659
0,807320593323442;-0,302893124469823;0,506447642649065
-0,903389327776398;-0,391714794977577;-0,174491380461564
0,335254837146532;0,437824393512292;0,834214597460057
0,0613285616743875;0,30410518852935;-0,950662317456877
0,0639878269691818;-0,170744650193863;0,98323538505789
0,346703194310666;-0,135208561737596;0,928178614215837
0,0988254797529042;-0,222599508037537;0,969888129411354
0,888902152218485;-0,176447304357098;0,422752069854731
-0,649175117510964;0,491020830722714;0,580921862732847
0,365105871283446;-0,66424460012309;0,652285837621569
-0,889104663997433;0,405227960126861;0,212798488691615
-0,317716444906373;-0,872501231529127;0,371211343598513
-0,822049314873471;-0,0454915326143025;-0,567596198345671
-0,873147194643705;-0,329790432141779;0,358959952297699
-0,952797680811269;0,252045076238564;-0,169262692240684
-0,772139170303883;0,170569194316888;-0,612133360986411
0,880015267852647;0,473090453130672;-0,0419350867752647
-0,839986322726375;0,536934982238625;0,0782547281704419
0,411227286219444;-0,908118908127874;0,0788173062799625
-0,00430008733454563;-0,781995098418661;0,623269745213182
0,0416144808582456;0,96956970678277;0,241252603451387
0,70391381952678;0,511014569881329;-0,493324886913502
0,788929251614896;0,534253156118009;-0,303585574631448
0,341285278191369;0,260996708270322;0,902997827883266
-0,894067381916578;-0,20313229388237;0,399225234391467
-0,16337667024174;0,0493998297171328;0,985326200019384
-0,229151261263997;-0,400315794898422;0,88726375098725
-0,0780396160007077;0,586050599235756;-0,806507602859312
0,0688155396448164;0,789066839888242;0,610440778202257
-0,470535007004484;-0,05653799076341;-0,880568147722666
-0,674773532892275;0,558875132117558;-0,482015835848429
-0,127182626985928;0,159327767745238;-0,978999102051824
-0,302403146463089;0,89525812399193;-0,327208234058487
0,885045365757526;-0,433489176215225;-0,169652098882898
-0,0290323670543578;0,0759777564463698;-0,996686762322344
-0,917970962351804;-0,10364719640457;0,382866257270572
-0,0980230771937794;0,993938202599652;-0,0497827856837547
-0,0928960753127687;-0,888489685592059;0,449395591642829
0,02724721765471;0,453100939727202;0,891042719261205
0,585324402887178;-0,632056878405179;0,507838011422411
0,446006677848915;-0,874359745460203;0,191240892156841
-0,419895745745546;-0,823530471472304;0,381425124056343
-0,0450680456145128;0,894748353296669;-0,444290733121216
0,917849883892031;-0,343772631108771;-0,198423710125421
-0,0428721493837278;0,993845461179658;0,102142929759296
-0,186606782950038;0,111168214631236;0,976124754635769
0,024826670444684;0,00645585443473188;-0,999670925043911
0,0756093698627117;0,94224781095345;-0,326270265182709
-0,856120973269408;0,495363234251667;-0,147214623186589
-0,484492288681194;0,60791511395313;0,629052014094074
